sku_id,stock_on_hand,reorder_point,safety_stock,n_stores_carrying,last_restock_date,category,subcategory
SKU02558,6447,1492,495,27,2025-12-30,,
SKU02559,27,77,27,1,2025-12-12,,
SKU02560,100,75,29,1,2025-11-25,,
SKU02561,231,114,29,3,2025-12-30,,
SKU02562,109,129,45,2,2025-12-29,,
SKU02563,6,112,42,2,2025-11-26,,
SKU02564,400,167,61,3,2025-12-23,,
SKU02565,183,63,31,1,2025-12-08,,
SKU02566,8296,1780,558,28,2025-09-02,,
SKU02567,7209,1726,619,29,2025-08-25,,
SKU02568,38,30,11,1,2025-11-29,,
SKU02570,8864,1943,670,30,2025-09-02,,
SKU02572,334,125,41,2,2025-12-27,,
SKU02573,270,209,63,3,2025-12-11,,
SKU02574,82,61,22,1,2025-12-31,,
SKU02575,315,179,45,3,2025-12-26,,
SKU02576,5540,1256,426,23,2025-08-31,,
SKU02577,191,154,65,3,2025-12-28,,
SKU02578,466,215,68,4,2025-11-28,,
SKU02579,17,63,14,1,2025-12-21,,
SKU02580,7696,1752,634,28,2025-11-02,,
SKU02581,73,41,17,1,2025-11-16,,
SKU02582,155,134,56,2,2025-12-27,,
SKU02584,7327,1581,516,29,2025-08-25,,
SKU02585,186,107,36,2,2025-12-31,,
SKU02586,211,129,45,2,2025-11-05,,
SKU02587,158,92,20,1,2025-12-27,,
SKU02590,6176,1384,507,22,2025-08-13,,
SKU02591,46,74,25,2,2025-12-18,,
SKU02592,30,38,9,1,2025-12-02,,
SKU02593,237,195,75,4,2025-12-30,,
SKU02594,80,67,27,2,2025-12-16,,
SKU02595,84,61,17,1,2025-12-23,,
SKU02596,68,99,40,2,2025-12-28,,
SKU02597,175,99,35,3,2025-12-23,,
SKU02598,43,174,66,2,2025-12-20,,
SKU02599,20,33,13,1,2025-12-16,,
SKU02600,212,233,93,4,2025-12-10,,
SKU02601,226,76,22,1,2025-12-05,,
SKU02602,0,32,11,1,2025-11-12,,
SKU02603,522,280,77,4,2025-12-31,,
SKU02604,49,36,11,1,2025-12-28,,
SKU02605,351,145,35,2,2025-11-24,,
SKU02606,300,195,85,5,2025-12-14,,
SKU02608,289,137,57,2,2025-12-20,,
SKU02609,206,129,41,2,2025-12-05,,
SKU02610,50,43,21,1,2025-12-15,,
SKU02611,45,58,18,2,2025-12-13,,
SKU02612,123,122,38,2,2025-12-13,,
SKU02613,192,108,29,2,2025-12-23,,
SKU02614,0,1043,370,19,2025-10-11,,
SKU02615,410,222,80,3,2025-12-26,,
SKU02616,154,113,38,2,2025-11-25,,
SKU02617,141,57,19,1,2025-12-07,,
SKU02618,300,146,53,2,2025-12-29,,
SKU02619,293,228,88,4,2025-12-27,,
SKU02620,197,109,30,2,2025-12-16,,
SKU02621,181,85,25,1,2025-12-07,,
SKU02622,39,90,42,2,2025-12-31,,
SKU02623,146,134,41,2,2025-12-26,,
SKU02624,125,73,16,1,2025-11-17,,
SKU02625,268,211,86,3,2025-11-10,,
SKU02626,5154,1055,351,20,2025-12-13,,
SKU02629,265,182,67,2,2025-11-19,,
SKU02630,4668,1091,378,18,2025-12-03,,
SKU02631,199,172,72,3,2025-12-24,,
SKU02632,404,162,49,3,2025-12-12,,
SKU02633,169,95,32,2,2025-12-22,,
SKU02634,121,172,68,3,2025-12-03,,
SKU02635,386,236,94,3,2025-12-17,,
SKU02636,151,133,54,3,2025-11-26,,
SKU02637,509,243,102,4,2025-12-30,,
SKU02638,385,262,103,4,2025-12-05,,
SKU02639,7559,1706,595,29,2025-08-31,,
SKU02640,0,1230,463,22,2025-10-06,,
SKU02641,728,344,133,5,2025-12-26,,
SKU02642,188,135,46,2,2025-12-30,,
SKU02644,105,40,19,1,2025-11-12,,
SKU02645,187,180,47,2,2025-12-21,,
SKU02647,673,451,178,5,2025-12-27,,
SKU02648,115,1510,508,23,2025-11-14,,
SKU02649,28,97,23,2,2025-12-28,,
SKU02650,231,132,32,2,2025-11-22,,
SKU02651,396,403,122,5,2025-12-28,,
SKU02652,147,62,26,1,2025-12-23,,
SKU02655,128,74,23,1,2025-11-02,,
SKU02656,99,51,15,1,2025-12-30,,
SKU02657,174,1114,410,21,2025-11-12,,
SKU02658,159,80,16,1,2025-12-19,,
SKU02659,251,142,57,3,2025-12-20,,
SKU02660,0,1427,535,26,2025-10-12,,
SKU02661,125,107,36,2,2025-12-14,,
SKU02662,7719,1769,586,29,2025-11-21,,
SKU02663,93,174,64,4,2025-12-28,,
SKU02664,202,164,68,3,2025-12-28,,
SKU02665,105,51,14,1,2025-12-15,,
SKU02669,69,68,27,1,2025-12-13,,
SKU02670,196,67,29,1,2025-12-12,,
SKU02671,3,52,14,1,2025-11-23,,
SKU02672,134,51,24,1,2025-12-25,,
SKU02673,144,53,15,1,2025-11-13,,
SKU02674,412,247,109,5,2025-12-27,,
SKU02675,4906,1198,415,16,2025-12-15,,
SKU02676,190,96,32,3,2025-12-21,,
SKU02677,415,210,72,3,2025-12-19,,
SKU02678,28,21,10,1,2025-11-06,,
SKU02679,136,147,63,2,2025-12-26,,
SKU02680,200,221,72,3,2025-12-27,,
SKU02681,6399,1395,515,24,2025-11-18,,
SKU02682,168,150,64,2,2025-12-29,,
SKU02683,67,1344,478,20,2025-11-12,,
SKU02684,413,147,57,2,2025-12-20,,
SKU02685,138,105,32,3,2025-12-13,,
SKU02686,7502,1680,530,27,2025-08-28,,
SKU02687,204,126,62,2,2025-12-22,,
SKU02688,155,124,28,3,2025-11-19,,
SKU02689,31,27,10,1,2025-11-19,,
SKU02690,16,62,22,2,2025-12-29,,
SKU02691,151,129,55,2,2025-12-07,,
SKU02692,0,1205,412,20,2025-10-08,,
SKU02693,109,178,45,3,2025-12-19,,
SKU02694,5,24,11,1,2025-12-04,,
SKU02695,195,207,65,4,2025-12-03,,
SKU02696,132,48,20,1,2025-12-26,,
SKU02697,90,82,25,2,2025-12-25,,
SKU02698,83,128,46,2,2025-11-22,,
SKU02699,78,140,44,2,2025-12-24,,
SKU02700,7590,1666,597,26,2025-08-14,,
SKU02701,80,91,31,2,2025-11-27,,
SKU02702,147,175,52,3,2025-11-21,,
SKU02703,463,299,120,5,2025-12-21,,
SKU02704,155,100,40,1,2025-12-16,,
SKU02705,119,50,19,1,2025-12-13,,
SKU02706,119,176,49,2,2025-12-04,,
SKU02707,79,49,11,1,2025-12-11,,
SKU02708,286,169,66,2,2025-12-01,,
SKU02709,252,146,52,2,2025-11-19,,
SKU02710,7911,1648,561,30,2025-08-25,,
SKU02711,312,279,81,5,2025-12-27,,
SKU02712,29,59,24,1,2025-11-12,,
SKU02713,200,101,47,2,2025-12-10,,
SKU02714,323,242,61,3,2025-12-18,,
SKU02715,297,164,45,3,2025-12-22,,
SKU02716,861,408,151,6,2025-12-25,,
SKU02717,165,85,26,2,2025-11-26,,
SKU02718,7986,1737,632,28,2025-09-02,,
SKU02719,270,210,91,3,2025-12-20,,
SKU02720,234,146,51,4,2025-12-19,,
SKU02722,8992,1964,722,30,2025-08-31,,
SKU02723,86,109,38,2,2025-12-25,,
SKU02724,221,108,35,2,2025-11-22,,
SKU02725,388,189,48,2,2025-12-18,,
SKU02726,428,190,60,2,2025-12-08,,
SKU02727,130,100,46,2,2025-11-30,,
SKU02728,8428,1926,647,30,2025-08-29,,
SKU02731,372,246,87,3,2025-12-16,,
SKU02732,16,26,12,1,2025-12-16,,
SKU02733,73,62,26,1,2025-11-05,,
SKU02734,131,123,28,2,2025-12-25,,
SKU02735,22,82,24,1,2025-12-23,,
SKU02736,257,196,76,3,2025-12-14,,
SKU02737,39,1186,427,24,2025-12-07,,
SKU02738,351,160,43,2,2025-12-04,,
SKU02739,325,141,50,2,2025-11-26,,
SKU02740,0,1120,416,20,2025-10-12,,
SKU02741,198,161,47,2,2025-12-24,,
SKU02742,401,224,80,3,2025-12-27,,
SKU02743,122,49,12,1,2025-11-24,,
SKU02744,56,78,34,1,2025-12-19,,
SKU02745,66,38,15,1,2025-12-21,,
SKU02746,197,94,36,2,2025-12-23,,
SKU02747,101,1279,456,23,2025-12-13,,
SKU02748,100,109,45,2,2025-11-28,,
SKU02751,192,106,33,2,2025-11-13,,
SKU02752,491,350,146,4,2025-12-29,,
SKU02753,391,160,38,2,2025-12-06,,
SKU02754,268,145,40,3,2025-12-10,,
SKU02755,36,23,10,1,2025-12-26,,
SKU02756,86,196,55,3,2025-12-20,,
SKU02757,380,160,59,3,2025-12-12,,
SKU02758,495,259,79,4,2025-12-22,,
SKU02759,93,90,28,1,2025-12-11,,
SKU02761,316,153,46,2,2025-12-25,,
SKU02763,4647,1141,384,19,2025-12-06,,
SKU02764,75,61,25,1,2025-12-11,,
SKU02765,172,61,23,1,2025-11-15,,
SKU02766,383,172,48,3,2025-12-06,,
SKU02767,289,150,58,5,2025-12-24,,
SKU02768,4583,1146,392,22,2025-12-19,,
SKU02769,173,84,30,1,2025-12-15,,
SKU02770,35,83,22,1,2025-11-20,,
SKU02771,134,163,70,3,2025-12-23,,
SKU02772,217,79,35,1,2025-11-22,,
SKU02773,186,180,65,4,2025-12-31,,
SKU02774,388,145,62,2,2025-11-11,,
SKU02775,141,193,49,2,2025-12-09,,
SKU02776,21,1117,405,21,2025-12-17,,
SKU02777,213,189,87,3,2025-12-28,,
SKU02778,368,225,80,4,2025-12-19,,
SKU02779,114,168,64,4,2025-12-19,,
SKU02780,8650,1817,654,30,2025-09-01,,
SKU02781,28,107,46,2,2025-12-08,,
SKU02782,221,226,79,3,2025-11-23,,
SKU02783,42,32,9,1,2025-11-29,,
SKU02785,380,217,63,3,2025-11-22,,
SKU02786,14,21,9,1,2025-12-23,,
SKU02787,53,108,38,2,2025-12-01,,
SKU02788,87,65,20,1,2025-11-29,,
SKU02789,355,177,67,3,2025-12-23,,
SKU02790,164,69,23,1,2025-12-08,,
SKU02791,82,66,30,1,2025-11-23,,
SKU02792,273,218,65,4,2025-11-25,,
SKU02793,160,118,48,2,2025-12-24,,
SKU02794,6907,1630,592,29,2025-08-29,,
SKU02795,204,192,73,3,2025-12-22,,
SKU02796,149,109,40,2,2025-12-22,,
SKU02797,162,81,27,1,2025-11-15,,
SKU02798,336,324,142,4,2025-12-29,,
SKU02799,332,235,86,4,2025-12-25,,
SKU02800,366,181,68,4,2025-12-13,,
SKU02801,259,215,88,4,2025-12-24,,
SKU02802,226,163,58,2,2025-11-29,,
SKU02803,452,250,106,4,2025-12-31,,
SKU02804,237,262,84,4,2025-12-21,,
SKU02805,136,136,49,3,2025-12-23,,
SKU02806,238,144,65,2,2025-12-25,,
SKU02807,457,282,101,4,2025-12-23,,
SKU02808,315,163,60,3,2025-12-20,,
SKU02809,253,185,70,3,2025-12-27,,
SKU02810,54,70,29,1,2025-11-24,,
SKU02811,491,272,81,5,2025-12-28,,
SKU02812,402,223,87,4,2025-12-23,,
SKU02813,930,412,124,5,2025-12-22,,
SKU02815,365,168,48,3,2025-11-26,,
SKU02816,294,207,80,3,2025-12-30,,
SKU02817,226,159,46,3,2025-12-24,,
SKU02818,58,65,28,1,2025-11-01,,
SKU02819,87,114,36,2,2025-11-27,,
SKU02820,100,182,60,3,2025-11-21,,
SKU02821,216,184,57,2,2025-12-10,,
SKU02822,8050,1898,642,29,2025-12-05,,
SKU02823,8,27,11,1,2025-12-24,,
SKU02824,179,106,37,2,2025-12-26,,
SKU02825,232,159,64,3,2025-12-14,,
SKU02826,12,1328,397,22,2025-12-08,,
SKU02827,100,72,21,2,2025-12-29,,
SKU02828,587,248,77,3,2025-12-28,,
SKU02829,4360,990,380,16,2025-08-30,,
SKU02830,162,148,63,2,2025-12-28,,
SKU02831,295,200,92,4,2025-11-17,,
SKU02832,521,246,79,4,2025-12-20,,
SKU02833,143,1453,532,25,2025-12-18,,
SKU02834,100,36,11,1,2025-11-21,,
SKU02835,169,175,66,2,2025-11-11,,
SKU02836,369,230,83,3,2025-12-28,,
SKU02837,91,140,49,2,2025-12-09,,
SKU02838,604,245,87,4,2025-12-30,,
SKU02839,53,37,16,1,2025-11-23,,
SKU02840,71,1061,317,22,2025-12-27,,
SKU02841,419,192,52,3,2025-12-18,,
SKU02842,7265,1596,569,27,2025-11-15,,
SKU02843,44,37,17,1,2025-11-22,,
SKU02844,108,81,29,2,2025-12-18,,
SKU02845,260,182,65,2,2025-12-22,,
SKU02846,265,92,43,1,2025-12-01,,
SKU02847,64,50,12,1,2025-11-04,,
SKU02848,398,145,52,2,2025-12-23,,
SKU02849,168,91,25,1,2025-11-01,,
SKU02850,46,71,22,2,2025-12-15,,
SKU02851,253,93,25,2,2025-12-18,,
SKU02853,36,69,24,2,2025-12-12,,
SKU02855,246,197,62,5,2025-12-19,,
SKU02856,553,319,119,5,2025-12-30,,
SKU02857,419,244,91,4,2025-12-01,,
SKU02858,211,1210,439,19,2025-12-28,,
SKU02859,168,84,29,2,2025-12-23,,
SKU02860,405,173,60,3,2025-12-10,,
SKU02861,388,161,52,2,2025-12-25,,
SKU02863,200,217,76,4,2025-12-28,,
SKU02864,22,35,17,1,2025-12-14,,
SKU02865,52,31,15,1,2025-11-25,,
SKU02866,45,47,19,1,2025-12-21,,
SKU02867,301,146,49,2,2025-12-24,,
SKU02868,141,96,42,1,2025-12-08,,
SKU02869,50,79,28,2,2025-11-26,,
SKU02870,1,45,18,1,2025-11-06,,
SKU02871,9112,1941,694,29,2025-09-02,,
SKU02872,121,146,40,3,2025-12-16,,
SKU02873,21,78,18,1,2025-11-25,,
SKU02874,102,159,61,3,2025-12-03,,
SKU02875,68,28,7,1,2025-11-15,,
SKU02876,317,139,52,2,2025-12-21,,
SKU02877,5805,1333,489,24,2025-11-15,,
SKU02878,306,128,45,2,2025-12-03,,
SKU02879,142,57,13,1,2025-12-28,,
SKU02880,79,185,66,3,2025-12-20,,
SKU02881,183,63,29,1,2025-12-30,,
SKU02882,378,235,83,4,2025-12-18,,
SKU02883,185,144,37,3,2025-11-12,,
SKU02884,270,316,136,4,2025-12-28,,
SKU02885,117,50,18,1,2025-12-28,,
SKU02886,66,87,30,2,2025-11-09,,
SKU02887,67,97,44,1,2025-12-27,,
SKU02888,529,301,115,5,2025-12-31,,
SKU02889,64,55,14,1,2025-12-22,,
SKU02890,376,170,62,3,2025-12-29,,
SKU02891,145,52,24,1,2025-11-17,,
SKU02892,0,1396,493,23,2025-10-06,,
SKU02893,77,121,34,2,2025-12-21,,
SKU02894,187,98,39,2,2025-12-10,,
SKU02895,7,93,46,1,2025-11-11,,
SKU02896,174,149,50,2,2025-12-30,,
SKU02897,3546,798,262,15,2025-08-27,,
SKU02898,51,1017,393,20,2025-12-05,,
SKU02900,93,33,9,1,2025-11-03,,
SKU02901,139,101,44,2,2025-12-16,,
SKU02902,227,85,18,1,2025-11-08,,
SKU02904,59,31,9,1,2025-12-15,,
SKU02905,282,227,91,3,2025-12-25,,
SKU02906,357,165,45,2,2025-12-09,,
SKU02907,6783,1606,557,28,2025-08-31,,
SKU02908,85,139,49,2,2025-11-09,,
SKU02909,154,127,49,3,2025-12-30,,
SKU02910,198,104,42,2,2025-12-16,,
SKU02911,5132,1034,393,19,2025-09-02,,
SKU02912,225,149,44,2,2025-12-08,,
SKU02913,6,60,22,1,2025-11-21,,
SKU02915,5779,1396,424,25,2025-09-02,,
SKU02916,163,132,58,2,2025-12-10,,
SKU02917,125,164,52,2,2025-12-17,,
SKU02918,541,297,91,5,2025-12-30,,
SKU02919,186,78,20,2,2025-12-06,,
SKU02920,143,90,24,2,2025-12-14,,
SKU02921,229,215,85,3,2025-12-16,,
SKU02922,112,154,62,3,2025-12-31,,
SKU02923,146,1264,434,18,2025-12-30,,
SKU02924,274,261,98,4,2025-12-26,,
SKU02925,343,128,48,2,2025-12-02,,
SKU02926,87,112,42,2,2025-12-23,,
SKU02927,735,396,149,8,2025-12-22,,
SKU02929,463,251,86,5,2025-12-19,,
SKU02930,0,1074,393,22,2025-10-12,,
SKU02931,249,194,57,3,2025-12-02,,
SKU02932,185,90,31,2,2025-12-18,,
SKU02933,17,43,12,1,2025-11-15,,
SKU02934,170,91,28,2,2025-12-14,,
SKU02935,316,151,48,4,2025-12-05,,
SKU02936,191,95,31,2,2025-12-15,,
SKU02937,465,226,73,3,2025-11-29,,
SKU02938,8249,1819,676,28,2025-08-24,,
SKU02939,18,21,6,1,2025-11-07,,
SKU02940,283,146,52,3,2025-12-24,,
SKU02941,55,22,7,1,2025-12-24,,
SKU02942,375,225,83,4,2025-12-16,,
SKU02943,231,226,83,3,2025-12-13,,
SKU02944,343,173,43,2,2025-12-10,,
SKU02945,141,54,17,1,2025-12-10,,
SKU02946,6401,1526,570,27,2025-08-28,,
SKU02947,21,27,9,1,2025-12-04,,
SKU02948,108,122,58,2,2025-12-10,,
SKU02949,238,176,66,3,2025-12-07,,
SKU02950,0,1154,361,18,2025-10-10,,
SKU02951,98,74,32,1,2025-12-06,,
SKU02953,354,231,101,3,2025-12-22,,
SKU02954,10,1318,437,23,2025-11-30,,
SKU02955,100,77,19,1,2025-12-22,,
SKU02956,324,156,59,3,2025-12-23,,
SKU02957,311,241,78,3,2025-11-13,,
SKU02959,65,100,26,3,2025-11-27,,
SKU02960,100,44,19,1,2025-12-29,,
SKU02961,234,137,57,2,2025-12-08,,
SKU02962,251,98,29,1,2025-12-14,,
SKU02963,165,243,74,3,2025-12-29,,
SKU02964,7077,1540,555,26,2025-12-31,,
SKU02965,283,153,51,3,2025-12-14,,
SKU02966,74,39,9,1,2025-12-28,,
SKU02967,421,230,71,3,2025-12-10,,
SKU02968,90,86,22,1,2025-12-10,,
SKU02969,6804,1526,495,22,2025-12-01,,
SKU02970,354,246,70,3,2025-12-24,,
SKU02971,351,237,73,3,2025-12-19,,
SKU02972,177,98,48,1,2025-11-10,,
SKU02973,30,37,7,1,2025-11-06,,
SKU02974,233,111,28,2,2025-12-17,,
SKU02976,129,86,37,2,2025-12-20,,
SKU02977,237,146,59,3,2025-11-20,,
SKU02978,35,31,10,1,2025-11-06,,
SKU02980,234,82,31,1,2025-12-17,,
SKU02981,250,163,53,4,2025-12-19,,
SKU02982,103,119,54,2,2025-11-05,,
SKU02983,0,1223,377,18,2025-10-10,,
SKU02984,54,61,25,1,2025-12-21,,
SKU02986,267,168,72,3,2025-12-03,,
SKU02987,346,187,57,3,2025-12-06,,
SKU02988,688,388,143,6,2025-12-17,,
SKU02989,162,125,45,2,2025-12-14,,
SKU02990,93,160,48,2,2025-11-23,,
SKU02991,230,99,35,2,2025-12-21,,
SKU02992,37,20,7,1,2025-12-17,,
SKU02994,80,74,18,1,2025-11-18,,
SKU02995,159,60,19,1,2025-11-08,,
SKU02996,112,112,50,2,2025-12-15,,
SKU02997,6620,1434,509,24,2025-11-07,,
SKU02999,7596,1750,638,30,2025-08-31,,
SKU03000,45,26,12,1,2025-11-09,,
SKU03001,102,77,22,2,2025-11-11,,
SKU03002,193,158,40,3,2025-12-23,,
SKU03003,321,152,44,3,2025-12-10,,
SKU03004,279,249,104,3,2025-12-29,,
SKU03005,7094,1558,546,25,2025-12-12,,
SKU03006,173,64,20,1,2025-12-31,,
SKU03007,226,100,40,2,2025-12-18,,
SKU03009,405,278,94,4,2025-12-31,,
SKU03010,294,129,37,2,2025-11-07,,
SKU03011,198,80,28,2,2025-12-30,,
SKU03012,10,93,38,2,2025-12-29,,
SKU03013,215,139,56,3,2025-12-10,,
SKU03014,6541,1491,489,29,2025-09-01,,
SKU03015,395,213,79,4,2025-12-30,,
SKU03016,5,45,18,1,2025-12-24,,
SKU03017,194,194,85,5,2025-12-30,,
SKU03018,93,75,20,1,2025-12-14,,
SKU03020,497,237,94,4,2025-12-17,,
SKU03021,252,146,41,2,2025-12-13,,
SKU03022,532,307,102,5,2025-12-15,,
SKU03023,178,96,29,1,2025-11-26,,
SKU03024,132,48,13,1,2025-12-11,,
SKU03025,192,166,64,2,2025-12-24,,
SKU03026,200,147,47,2,2025-12-08,,
SKU03027,226,202,90,4,2025-12-31,,
SKU03028,56,77,29,2,2025-11-23,,
SKU03029,670,361,125,5,2025-12-07,,
SKU03030,56,1473,535,27,2025-11-12,,
SKU03031,8024,1771,648,29,2025-08-30,,
SKU03032,309,167,48,2,2025-11-30,,
SKU03033,165,87,39,1,2025-12-25,,
SKU03035,104,36,11,1,2025-11-27,,
SKU03036,7451,1636,559,28,2025-08-26,,
SKU03037,158,72,18,1,2025-11-24,,
SKU03038,135,78,21,2,2025-12-29,,
SKU03040,413,156,44,2,2025-11-23,,
SKU03041,168,61,28,1,2025-11-04,,
SKU03042,194,99,44,1,2025-11-26,,
SKU03043,7125,1753,620,27,2025-11-30,,
SKU03045,31,100,50,1,2025-12-16,,
SKU03046,160,115,44,2,2025-12-13,,
SKU03048,106,102,29,2,2025-11-08,,
SKU03049,148,100,42,2,2025-12-01,,
SKU03050,48,65,20,1,2025-11-22,,
SKU03051,313,159,54,2,2025-12-13,,
SKU03052,555,269,83,4,2025-11-25,,
SKU03053,0,974,333,19,2025-10-12,,
SKU03054,585,509,163,7,2025-12-31,,
SKU03055,118,82,30,1,2025-12-04,,
SKU03056,188,154,45,2,2025-12-11,,
SKU03057,0,1610,511,25,2025-10-10,,
SKU03058,8242,1863,654,30,2025-09-02,,
SKU03059,70,60,22,1,2025-12-10,,
SKU03060,157,127,60,2,2025-12-11,,
SKU03061,98,136,33,2,2025-12-25,,
SKU03062,545,312,91,4,2025-11-30,,
SKU03063,4,1168,432,22,2025-11-19,,
SKU03065,166,183,70,3,2025-12-24,,
SKU03066,507,229,76,3,2025-12-31,,
SKU03067,129,80,27,1,2025-11-22,,
SKU03068,284,152,51,2,2025-12-12,,
SKU03069,402,197,63,3,2025-12-01,,
SKU03070,205,99,25,2,2025-11-23,,
SKU03071,1,62,19,1,2025-11-14,,
SKU03072,56,49,15,1,2025-11-28,,
SKU03073,6327,1363,535,20,2025-08-29,,
SKU03075,132,79,27,1,2025-12-16,,
SKU03076,48,87,22,1,2025-12-21,,
SKU03077,56,47,17,2,2025-11-17,,
SKU03078,275,216,82,3,2025-11-27,,
SKU03080,315,173,63,3,2025-11-29,,
SKU03081,179,193,77,3,2025-12-26,,
SKU03082,210,83,32,1,2025-11-18,,
SKU03083,448,225,85,3,2025-12-20,,
SKU03084,352,144,38,3,2025-12-15,,
SKU03085,42,75,25,2,2025-12-04,,
SKU03086,197,151,52,2,2025-12-15,,
SKU03087,236,128,54,2,2025-11-15,,
SKU03088,32,1402,558,21,2025-12-29,,
SKU03089,7814,1773,598,30,2025-09-02,,
SKU03090,7415,1695,630,27,2025-09-02,,
SKU03091,194,146,49,2,2025-12-03,,
SKU03092,5198,1208,378,21,2025-11-29,,
SKU03093,307,128,45,3,2025-12-27,,
SKU03094,12,53,22,1,2025-11-17,,
SKU03095,174,140,60,2,2025-12-09,,
SKU03096,292,231,93,4,2025-12-24,,
SKU03097,393,410,154,5,2025-12-28,,
SKU03098,3,67,14,1,2025-12-20,,
SKU03099,187,168,55,3,2025-12-14,,
SKU03100,420,238,74,4,2025-11-27,,
SKU03101,296,287,113,4,2025-12-17,,
SKU03102,74,50,20,1,2025-12-12,,
SKU03103,223,77,24,1,2025-12-14,,
SKU03104,172,61,27,1,2025-11-25,,
SKU03105,8195,1764,576,29,2025-09-01,,
SKU03106,261,208,77,4,2025-12-26,,
SKU03107,207,139,32,2,2025-12-23,,
SKU03108,7868,1742,606,30,2025-09-01,,
SKU03109,70,115,35,2,2025-11-26,,
SKU03110,0,20,5,1,2025-12-28,,
SKU03111,576,326,140,6,2025-12-10,,
SKU03112,859,397,131,6,2025-12-24,,
SKU03113,75,38,19,1,2025-12-16,,
SKU03114,50,45,15,1,2025-11-18,,
SKU03115,10515,2171,768,30,2025-09-01,,
SKU03116,12,84,41,1,2025-12-03,,
SKU03117,99,163,52,3,2025-12-27,,
SKU03118,171,77,35,1,2025-12-10,,
SKU03119,366,134,47,2,2025-11-04,,
SKU03120,7,37,17,1,2025-12-26,,
SKU03121,259,88,42,1,2025-12-26,,
SKU03122,106,161,39,2,2025-11-22,,
SKU03123,247,96,42,1,2025-11-08,,
SKU03124,227,220,56,3,2025-12-20,,
SKU03125,331,223,76,4,2025-12-05,,
SKU03126,18,75,25,1,2025-12-31,,
SKU03127,41,50,15,1,2025-11-08,,
SKU03128,69,89,21,2,2025-12-28,,
SKU03129,8570,1880,613,29,2025-08-31,,
SKU03130,387,181,62,3,2025-11-30,,
SKU03131,69,77,31,1,2025-11-05,,
SKU03132,237,172,65,3,2025-12-06,,
SKU03133,199,164,44,2,2025-12-12,,
SKU03134,170,125,44,2,2025-12-25,,
SKU03135,151,93,34,1,2025-12-28,,
SKU03136,166,153,64,2,2025-12-21,,
SKU03137,309,228,77,3,2025-12-20,,
SKU03138,203,83,23,1,2025-11-30,,
SKU03139,7277,1566,580,26,2025-08-15,,
SKU03140,229,177,72,3,2025-12-10,,
SKU03143,190,134,45,3,2025-12-16,,
SKU03144,267,118,44,2,2025-11-17,,
SKU03146,343,157,67,3,2025-12-21,,
SKU03147,303,154,44,3,2025-12-25,,
SKU03148,47,52,16,2,2025-11-23,,
SKU03149,133,112,38,2,2025-12-10,,
SKU03150,7949,1833,612,30,2025-09-02,,
SKU03152,6432,1418,512,26,2025-08-14,,
SKU03153,4,20,8,1,2025-12-01,,
SKU03154,170,207,78,4,2025-12-18,,
SKU03155,130,56,15,1,2025-11-12,,
SKU03156,608,312,131,4,2025-12-17,,
SKU03159,136,122,41,2,2025-12-12,,
SKU03160,41,65,21,1,2025-11-10,,
SKU03161,145,181,48,3,2025-12-04,,
SKU03162,216,100,40,2,2025-12-28,,
SKU03163,83,102,32,3,2025-12-31,,
SKU03164,345,211,84,3,2025-11-27,,
SKU03165,179,66,20,2,2025-12-28,,
SKU03166,234,102,39,2,2025-12-07,,
SKU03167,159,60,17,1,2025-11-22,,
SKU03168,616,285,109,5,2025-12-27,,
SKU03169,27,39,15,1,2025-11-09,,
SKU03170,71,91,45,1,2025-12-10,,
SKU03171,34,1558,610,25,2025-11-09,,
SKU03172,600,283,94,4,2025-12-26,,
SKU03173,6495,1395,485,24,2025-09-01,,
SKU03174,117,57,23,1,2025-11-14,,
SKU03175,25,66,30,1,2025-12-09,,
SKU03177,5510,1279,468,21,2025-08-27,,
SKU03178,169,62,15,1,2025-12-12,,
SKU03179,7777,1816,665,30,2025-09-02,,
SKU03180,256,134,47,3,2025-12-30,,
SKU03181,7,65,17,1,2025-11-12,,
SKU03182,354,175,63,3,2025-12-03,,
SKU03183,47,65,32,1,2025-11-13,,
SKU03184,335,233,81,4,2025-12-21,,
SKU03185,254,137,44,2,2025-12-23,,
SKU03186,228,194,82,4,2025-12-27,,
SKU03187,279,94,31,1,2025-12-16,,
SKU03188,254,95,28,1,2025-11-13,,
SKU03189,88,44,16,1,2025-11-14,,
SKU03190,423,292,90,4,2025-12-18,,
SKU03192,5974,1336,469,22,2025-08-26,,
SKU03193,281,197,71,3,2025-12-11,,
SKU03194,217,101,31,2,2025-12-19,,
SKU03196,76,31,14,1,2025-12-09,,
SKU03197,274,216,79,3,2025-12-21,,
SKU03198,27,61,18,1,2025-11-21,,
SKU03199,0,1571,525,23,2025-10-12,,
SKU03200,325,160,53,2,2025-12-21,,
SKU03201,94,116,32,3,2025-12-17,,
SKU03202,325,193,71,3,2025-12-31,,
SKU03203,162,143,43,2,2025-12-18,,
SKU03204,183,201,90,3,2025-11-28,,
SKU03205,44,129,37,2,2025-11-20,,
SKU03206,242,266,101,5,2025-12-29,,
SKU03207,125,120,34,3,2025-12-07,,
SKU03208,600,253,85,3,2025-12-20,,
SKU03209,190,76,28,2,2025-12-23,,
SKU03210,5438,1187,475,21,2025-09-01,,
SKU03211,154,105,28,2,2025-12-24,,
SKU03212,146,72,30,1,2025-11-02,,
SKU03213,179,201,79,3,2025-12-04,,
